title,body,date
They need to sort out the refund department and till they do be careful.,I am not happy to use this company because although I cancelled my booking inside the free cancellation window I have not had a penny repaid almost 5 weeks later. Why?? They say they are processing my refund but why does it take so long.I have had replies to emails and many apologies and promises but no money yet. A good company would have sorted this weeks ago.The main respondent is someone called usame.assy.  Well is that telling me .........use my a**e...... and is it a way of having a laugh at my expense.Don’t know but until I get my refund as promised I have no faith in the honesty of this company. Will keep you informed if they finally pay me what they owe.  Their prices are fair so I would like to use this company again but they need to sort out the refund department first.,"Date of experience: March 08, 2018"
So beautiful thanks for everything,No body text,"Date of experience: March 08, 2018"
Don’t book! Very bad company!!!,After 4 months from hotel cancellation still no money back! Gala hotel is a scam company! They do not answer emails. No contact. Dont’t book!,"Date of experience: March 08, 2018"
Disappointed paid for accommodation…,Disappointed paid for accommodation twice received an email from Gala hotels to say that they would refund the money 4weeks later I am still awaiting refund.,"Date of experience: March 08, 2018"
Gala Hotels took an additional payment…,Gala Hotels took an additional payment from my credit card of 155gbp and they are impossible to speak to about a refund. Avoid at all costs,"Date of experience: March 08, 2018"
"What’s worse, the kid or his mother?","Great location if you are travelling by train. Friendly reception, good breakfast, inexpensive. However, uncarpeted rooms and a wild child above our room ruined our night’s sleep. Called the front desk 3 times before peace was restored. Worse, the mattress was soft and I got up with a bad backache.","Date of experience: March 08, 2018"
We paid and the hotel told us we cannot…,We paid and the hotel told us we cannot inter the hotel because we do not have a credit card and we west our money for this group of thieves,"Date of experience: March 08, 2018"
I've slept in the hostel for one night…,"I've slept in the hostel for one night only, but in the 20h stay had no issues :)","Date of experience: March 08, 2018"
Don't under any circumstances book with galahotels.com or vanillatours,"Don't under any circumstances book with this company!  To check them out, try logging on to the website or vanillatours.com (also them).  Try calling a single phone number and see if you get a message other than ""this voice mail box is no longer in service"".  Also try emailing their customer service email at their info address..  Your message will bounce back.  I made a reservation and they put the wrong name on it.  I tried to call...nope. I tried to send a message through their ""contact"" form...nope.  I tried to email their info address...nope.  Then, I called every single phone number in every single country they had listed....nope.  Then, they charged my credit card for several additional rooms over and above my booking.  Don't know what is going here but this company is not legit.  They show up on Trivago but do not book with them.  I did call the hotel and they do have my reservation, so something is happening, but there is virtually no...and I mean no...customer service.  I have the credit card company disputing the charges for the extra rooms.","Date of experience: March 08, 2018"
good place clean and full of services,good place clea and fulll of services,"Date of experience: March 07, 2018"
be4ing a regular customer of Galahotels…,be4ing a regular customer of Galahotels enable me to say: i am going to use your services further on,"Date of experience: March 07, 2018"
Its a decent hotel with good customer service,Its a decent hotel with good customer service and care. The cleaners cleaned the rooms every day and they were very polite. The hotel is at good location with various shopping malls around the hotel.,"Date of experience: March 07, 2018"
