title,body,date,language,source
Food,food appropriate kind hotel vegetarian vegan food available,"Date of experience: December 03, 2017",en,Gala Hotel
There was no booking at the hotel,booking hotel made galahotelscom name de booking reference,"Date of experience: December 03, 2017",en,Gala Hotel
Very bad service and suport,book hotel rome whit gala hotels arrived reservation another hotel whit cheaper rooms send complain gala hotels five days back home still answer complain gala hotels bad service support gala hotels never,"Date of experience: December 03, 2017",en,Gala Hotel
bad service by gala,hotel excellent nothing complain the booking process of first annoyed getting booking confirmation even emailing gala call hotel get booking confirmed hassle even get bill really need tax purposeswyndham hotel yesgala sure,"Date of experience: December 03, 2017",en,Gala Hotel
Whorst company I’ve ever cooperate …,worst company live ever cooperate sent invoice invoice according eur law data dealer leg address tax id etc course guy customer service sad nothing seriously never ever,"Date of experience: December 03, 2017",en,Gala Hotel
cheapest rate and I was offered a free …,cheapest rate offered free transfer airport hotel punctual great service,"Date of experience: December 03, 2017",en,Gala Hotel
no problems,problems prompt when made mistake booking,"Date of experience: December 02, 2017",en,Gala Hotel
Very good value and a warm welcome,stayed many times never disappointedgreat valuelovely welcome immaculate roomhighly recommend,"Date of experience: December 02, 2017",en,Gala Hotel
It's been 2 months since booking and no refund yet,september with booked room hotel amsterdam a nights nov 2227 thanksgiving holiday plans changed october with cancelled trip online tried call ask refund one answered phone emailed twice second time november eth given two case numbers told would get refund case number given nov eth specifies refund processed of business days cancellation date today december st didst get money yet,"Date of experience: December 02, 2017",en,Gala Hotel
Fast and smoth,always good prices fast smooth transactiongood service communication,"Date of experience: December 01, 2017",en,Gala Hotel
Easy to use website,easy use website problem booking hotel issues arrived didst get booked,"Date of experience: December 01, 2017",en,Gala Hotel
Perfect location,perfect location well furnished clean reasonable rates,"Date of experience: December 01, 2017",en,Gala Hotel
price quoted was £169,price quoted 169on confirmation page price 189on confirmation email 198tried contact galahotels email option despite several emails response the climbing price option cancel booking poor experience since found several friends suffered awful customer service avoid,"Date of experience: December 01, 2017",en,Gala Hotel
Great value for money,great location friendly staff rooms comfortable parking little restricted,"Date of experience: November 30, 2017",en,Gala Hotel
"Hotel Ambassador (Berne, Switzerland)",friendly staff nice room delicious breakfast nice detail get free ticket public transport city stay,"Date of experience: November 30, 2017",en,Gala Hotel
November 2017,attentive staff service,"Date of experience: November 30, 2017",en,Gala Hotel
Everything fine but there was something …,everything fine something wrong heating system,"Date of experience: November 30, 2017",en,Gala Hotel
I booked this hotel (through Expedia) …,booked hotel expedite listed best western got find longer true hotel locked arrived bang doors get attentionroom small clean adequate,"Date of experience: November 30, 2017",en,Gala Hotel
I would and have recommended Gala …,would recommended gala hotels prices beat sites long way hotel expects haven even asked voucher take anyway really pleased found web site chance,"Date of experience: November 30, 2017",en,Gala Hotel
