title,body,date
Horrible customer service,"Horrible customer service, like others have said. I tried to add one day onto my reservation instead of giving me June 9th they gave me a second reservation for June 10th. So now I call customer service. I got someone with a heavy accent that I could hardly understand. I was on the phone for quite a while trying to explain, then on hold after he told me that he thought there would be a penalty charge for changing the date which THEY put in incorrectly. Then the phone call was disconnected. It was never changed , , ridiculous!","Date of experience: June 08, 2024"
First time booking at this hotel,First time booking to stay at this hotel.Booking online was easy and fast.,"Date of experience: June 09, 2024"
Fast and easy.,Fast and easy,"Date of experience: June 08, 2024"
easy to follow internet site,No body text,"Date of experience: June 08, 2024"
Easy info to choose from,"Easy, straight to the point. Great photos to choose between different options. Well done!","Date of experience: June 08, 2024"
A bit trickie online,No body text,"Date of experience: June 08, 2024"
Very good website - just needed transfer from train to be outlined,Had to call you to check about the shuttel available from the train station - otherwise very simple process,"Date of experience: June 08, 2024"
Very easy to use for us seniors!,No body text,"Date of experience: June 07, 2024"
Easy-to-use,Easy-to-use. Website was clear and fast.,"Date of experience: June 07, 2024"
Easy to navigate and quick result,No body text,"Date of experience: June 08, 2024"
It was very user friendly for reserving…,"It was very user friendly for reserving rooms, and I knew exactly what I was getting!","Date of experience: June 07, 2024"
Really clear and easy,No body text,"Date of experience: June 07, 2024"
It Was quick & painless.,No body text,"Date of experience: June 07, 2024"
No help in adding 1 night ti the reservation I have a reservation for 3 nights from…,"I have a reservation for 3 nights from 6/9-12. But I needed to add a night on the front of the trip and was going to be charged double the rate I had. Reservationist would not even honor the online rate, so I had to book it online and will now probably have to move rooms after the first. Not very good service! Simply could have added 1 night to my current reservation and charged me the CURRENT  online rate. But she refused.","Date of experience: June 07, 2024"
Easy to book great service.,"Easy to book great service.it is our brithdays mine on the 11 & Diana,s on the 12","Date of experience: June 07, 2024"
No confirmation email sent,"No confirmation email sent.  Called hotel and they didn't have it.  they said it was booked through Expedia, which it isn't.","Date of experience: June 05, 2024"
The rates are very reasonable,"The rates are very reasonable, thank you for not price gouging.  Website easy to understand.","Date of experience: June 06, 2024"
easy,"easy, stayed last year and was accommodating even with a scooter","Date of experience: June 06, 2024"
Very quick and easy to navigate.,No body text,"Date of experience: June 06, 2024"
Easy to research property and to make…,Easy to research property and to make reservations,"Date of experience: June 06, 2024"
The site was clear and managesble,No body text,"Date of experience: June 05, 2024"
East to use.,East to use.,"Date of experience: June 05, 2024"
Quick & easy,No body text,"Date of experience: June 05, 2024"
It was super easy to book a reservation!,No body text,"Date of experience: June 05, 2024"
I knew where and when I wanted to stay…,I knew where and when I wanted to stay and it was so easy to check for availability with breakfast included.,"Date of experience: June 05, 2024"
000000000000000000000000,No body text,"Date of experience: June 05, 2024"
BOOKED 2 ROOMS  1 FOR WIFE AND  MYSELF,BOOKED 2 ROOMS  1 FOR WIFE AND  MYSELFAND OTHER FOR SON  MATTHEW.,"Date of experience: June 05, 2024"
EXCELLENT SITE,"EXCELLENT SITE, VERY CLEAR ON HOW TO BOOK","Date of experience: June 05, 2024"
Ease of Booking,No body text,"Date of experience: June 04, 2024"
This site was easy.,No body text,"Date of experience: June 04, 2024"
Not very helpful,While the booking was successful trying to get a legitimate receipt or invoice out of them was impossible. The call centre was not very helpful and could not understand what I wanted and kept getting confused between USD and AUD. Plus the 'receipt' they sent comes from EuroBookings so another company name. Very frustrating.,"Date of experience: June 05, 2024"
Booking was really easy!,No body text,"Date of experience: June 04, 2024"
Quick and easy,No body text,"Date of experience: June 04, 2024"
PEPOLE TAKE NOTICE THIS COMPAY IS USED…,"PEPOLE TAKE NOTICE THIS COMPAY IS USED FOR FALSE ADVERTISING TO ENTICE YOU INTO BOOKING ACCOMMODATION THEY NO NOTHING ABOUT: beware, I don’t know what garbage you people review. One thing is certain you don’t look at the hotels/ accommodation you advise Because if you did you would see the  article relating to ibis Albany is fiction. You advertise dumps as having a good rating - you stay in it you’ll soon sing a different tune.","Date of experience: June 01, 2024"
It was easy and quick,No body text,"Date of experience: June 03, 2024"
it was made excellent and simple,it was made excellent and simple. Thank you,"Date of experience: June 03, 2024"
"This website was easy to use,",No body text,"Date of experience: June 03, 2024"
Very Quick and easy to book,No body text,"Date of experience: June 04, 2024"
No problems,No body text,"Date of experience: June 03, 2024"
Navigating site was simple,No body text,"Date of experience: June 03, 2024"
Nice and easy booking,Easy & quick especially if you’ve saved your payment details from previous booking,"Date of experience: June 03, 2024"
Quick and easy to check a room's…,Quick and easy to check a room's availability and to book it.,"Date of experience: June 03, 2024"
Very easy to navigate,No body text,"Date of experience: June 03, 2024"
Easy to navigate!,No body text,"Date of experience: June 03, 2024"
I have stayed with you before & have…,"I have stayed with you before & have found the whole process seamless. Very clean & comfortable rooms, central to what I require & the booking process is made simple. Thank you","Date of experience: June 03, 2024"
Pretty good prices for the beach!,We haven’t stayed there yet but the pictures look like a nice place.  Just needed beds for 2 days and didn’t want to pay an arm and leg!,"Date of experience: June 02, 2024"
quick and easy,No body text,"Date of experience: June 02, 2024"
Easy and quick with no lead up…,Easy and quick with no lead up advertising nor marketing,"Date of experience: June 03, 2024"
Little choice of rooms and suites.,"Little choice of rooms and suites.Opaque on taxes and service charges.Thought that Vat was 20%, why 33%?","Date of experience: June 02, 2024"
Very easy to navigate,Very easy to navigate and good prices,"Date of experience: June 02, 2024"
Easy to use the website,No body text,"Date of experience: June 02, 2024"
Easy so far,"Easy so far, was easy to make booking and all options","Date of experience: June 02, 2024"
Very easy to book a  room.,Very easy to book a  room.,"Date of experience: June 02, 2024"
HORRIBLE CUSTOMER SERVICE,"If I could give it a zero I would.... AWEFUL CUSTOMER SERVICE....don't make a mistake on dates and expect help resolving the issue... HORRIBLE customer service... on phone close to an hour just needing to change date, not refund... first person says hotel won't refund....WRONG, we were on phone with the hotel( awesome btw)...get supervisor, same scenario, unfortunately we can't help you...it none refundable....Over 800.00, none refundable... we were on phone with hotel...they never called the first time...FINALLY, after arguing and hearing,  unfortunately, over and over...she called the hotel and changed the dates...  useless if something goes wrong...HORRIBLE CUSTOMER SERVICE...","Date of experience: June 01, 2024"
